"pk_trainers_id","fk_games_id","fk_trainer_types_id","short_name","long_name"
631,1,36,Rocket 22,Rocket - Silph Co. - 5F (Red)
975,3,36,Rocket 13,Rocket - Team Rocket Hideout - B1F (Yellow)
289,2,36,Rocket 36,Rocket - Silph Co. - 9F (Blue)
646,1,36,Rocket 37,Rocket - Silph Co. - 11F (Red)
980,3,36,Rocket 18,Rocket - Silph Co. - 2F (Yellow)
268,2,36,Rocket 15,Rocket - Team Rocket Hideout - B1F (Blue)
967,3,36,Rocket 5,Rocket - Cerulean City (Yellow)
974,3,36,Rocket 12,Rocket - Team Rocket Hideout - B4F (Yellow)
279,2,36,Rocket 26,Rocket - Silph Co. - 4F (Blue)
643,1,36,Rocket 34,Rocket - Silph Co. - 8F (Red)
257,2,36,Rocket 4,Rocket - Mt. Moon - B2F (Blue)
638,1,36,Rocket 29,Rocket - Silph Co. - 6F (Red)
624,1,36,Rocket 15,Rocket - Team Rocket Hideout - B1F (Red)
286,2,36,Rocket 33,Rocket - Silph Co. - 8F (Blue)
274,2,36,Rocket 21,Rocket - Pokemon Tower - 7F (Blue)
259,2,36,Rocket 6,Rocket - Cerulean City (Blue)
610,1,36,Rocket 1,Rocket - Mt. Moon - B2F (Red)
269,2,36,Rocket 16,Rocket - Team Rocket Hideout - B4F (Blue)
267,2,36,Rocket 14,Rocket - Team Rocket Hideout - B1F (Blue)
615,1,36,Rocket 6,Rocket - Cerulean City (Red)
987,3,36,Rocket 25,Rocket - Silph Co. - 7F (Yellow)
628,1,36,Rocket 19,Rocket - Pokemon Tower - 7F (Red)
988,3,36,Rocket 26,Rocket - Silph Co. - 8F (Yellow)
635,1,36,Rocket 26,Rocket - Silph Co. - 4F (Red)
977,3,36,Rocket 15,Rocket - Team Rocket Hideout - B1F (Yellow)
285,2,36,Rocket 32,Rocket - Silph Co. - 7F (Blue)
969,3,36,Rocket 7,Rocket - Team Rocket Hideout - B1F (Yellow)
270,2,36,Rocket 17,Rocket - Team Rocket Hideout - B4F (Blue)
976,3,36,Rocket 14,Rocket - Team Rocket Hideout - B1F (Yellow)
621,1,36,Rocket 12,Rocket - Team Rocket Hideout - B3F (Red)
265,2,36,Rocket 12,Rocket - Team Rocket Hideout - B3F (Blue)
290,2,36,Rocket 37,Rocket - Silph Co. - 11F (Blue)
614,1,36,Rocket 5,Rocket - Route 24 (Red)
276,2,36,Rocket 23,Rocket - Silph Co. - 2F (Blue)
644,1,36,Rocket 35,Rocket - Silph Co. - 9F (Red)
262,2,36,Rocket 9,Rocket - Team Rocket Hideout - B1F (Blue)
612,1,36,Rocket 3,Rocket - Mt. Moon - B2F (Red)
986,3,36,Rocket 24,Rocket - Silph Co. - 7F (Yellow)
647,1,37,Sabrina,Sabrina - Saffron City (Red)
992,3,37,Sabrina,Sabrina - Saffron City (Yellow)
291,2,37,Sabrina,Sabrina - Saffron City (Blue)
296,2,38,Sailor 5,Sailor - S.S. Anne - B1F (Blue)
655,1,38,Sailor 8,Sailor - Vermilion City (Red)
996,3,38,Sailor 4,Sailor - S.S. Anne - B1F (Yellow)
653,1,38,Sailor 6,Sailor - S.S. Anne - B1F (Red)
652,1,38,Sailor 5,Sailor - S.S. Anne - B1F (Red)
649,1,38,Sailor 2,Sailor - S.S. Anne - B1F (Red)
299,2,38,Sailor 8,Sailor - Vermilion City (Blue)
999,3,38,Sailor 7,Sailor - S.S. Anne - 3F (Yellow)
295,2,38,Sailor 4,Sailor - S.S. Anne - B1F (Blue)
292,2,38,Sailor 1,Sailor - S.S. Anne - B1F (Blue)
297,2,38,Sailor 6,Sailor - S.S. Anne - B1F (Blue)
997,3,38,Sailor 5,Sailor - S.S. Anne - B1F (Yellow)
998,3,38,Sailor 6,Sailor - S.S. Anne - 3F (Yellow)
993,3,38,Sailor 1,Sailor - S.S. Anne - B1F (Yellow)
651,1,38,Sailor 4,Sailor - S.S. Anne - B1F (Red)
1000,3,38,Sailor 8,Sailor - Vermilion City (Yellow)
994,3,38,Sailor 2,Sailor - S.S. Anne - B1F (Yellow)
648,1,38,Sailor 1,Sailor - S.S. Anne - B1F (Red)
293,2,38,Sailor 2,Sailor - S.S. Anne - B1F (Blue)
298,2,38,Sailor 7,Sailor - S.S. Anne - B1F (Blue)
650,1,38,Sailor 3,Sailor - S.S. Anne - B1F (Red)
995,3,38,Sailor 3,Sailor - S.S. Anne - B1F (Yellow)
654,1,38,Sailor 7,Sailor - S.S. Anne - B1F (Red)
294,2,38,Sailor 3,Sailor - S.S. Anne - B1F (Blue)
658,1,39,Scientist 3,Scientist - Silph Co. - 3F (Red)
667,1,39,Scientist 12,Scientist - Silph Co. - 10F (Red)
661,1,39,Scientist 6,Scientist - Silph Co. - 5F (Red)
306,2,39,Scientist 7,Scientist - Silph Co. - 6F (Blue)
301,2,39,Scientist 2,Scientist - Silph Co. - 2F (Blue)
664,1,39,Scientist 9,Scientist - Silph Co. - 7F (Red)
1004,3,39,Scientist 4,Scientist - Silph Co. - 4F (Yellow)
666,1,39,Scientist 11,Scientist - Silph Co. - 10F (Red)
670,1,39,Scientist 15,Scientist - Pokemon Mansion - 1F (Red)
313,2,39,Scientist 14,Scientist - Pokemon Mansion - 3F (Blue)
668,1,39,Scientist 13,Scientist - Silph Co. - 11F (Red)
315,2,39,Scientist 16,Scientist - Pokemon Mansion - B1F (Blue)
660,1,39,Scientist 5,Scientist - Silph Co. - 5F (Red)
1005,3,39,Scientist 5,Scientist - Silph Co. - 5F (Yellow)
1015,3,39,Scientist 15,Scientist - Pokemon Mansion - 1F (Yellow)
1001,3,39,Scientist 1,Scientist - Silph Co. - 2F (Yellow)
1002,3,39,Scientist 2,Scientist - Silph Co. - 2F (Yellow)
300,2,39,Scientist 1,Scientist - Silph Co. - 2F (Blue)
1009,3,39,Scientist 9,Scientist - Silph Co. - 7F (Yellow)
669,1,39,Scientist 14,Scientist - Pokemon Mansion - 3F (Red)
1011,3,39,Scientist 11,Scientist - Silph Co. - 10F (Yellow)
302,2,39,Scientist 3,Scientist - Silph Co. - 3F (Blue)
1013,3,39,Scientist 13,Scientist - Silph Co. - 11F (Yellow)
662,1,39,Scientist 7,Scientist - Silph Co. - 6F (Red)
307,2,39,Scientist 8,Scientist - Silph Co. - 8F (Blue)
1003,3,39,Scientist 3,Scientist - Silph Co. - 3F (Yellow)
659,1,39,Scientist 4,Scientist - Silph Co. - 4F (Red)
657,1,39,Scientist 2,Scientist - Silph Co. - 2F (Red)
312,2,39,Scientist 13,Scientist - Silph Co. - 11F (Blue)
671,1,39,Scientist 16,Scientist - Pokemon Mansion - B1F (Red)
1014,3,39,Scientist 14,Scientist - Pokemon Mansion - 3F (Yellow)
665,1,39,Scientist 10,Scientist - Silph Co. - 9F (Red)
656,1,39,Scientist 1,Scientist - Silph Co. - 2F (Red)
1008,3,39,Scientist 8,Scientist - Silph Co. - 8F (Yellow)
305,2,39,Scientist 6,Scientist - Silph Co. - 5F (Blue)
663,1,39,Scientist 8,Scientist - Silph Co. - 8F (Red)
309,2,39,Scientist 10,Scientist - Silph Co. - 9F (Blue)
1007,3,39,Scientist 7,Scientist - Silph Co. - 6F (Yellow)
310,2,39,Scientist 11,Scientist - Silph Co. - 10F (Blue)
308,2,39,Scientist 9,Scientist - Silph Co. - 7F (Blue)
1006,3,39,Scientist 6,Scientist - Silph Co. - 5F (Yellow)
303,2,39,Scientist 4,Scientist - Silph Co. - 4F (Blue)
1012,3,39,Scientist 12,Scientist - Silph Co. - 10F (Yellow)
304,2,39,Scientist 5,Scientist - Silph Co. - 5F (Blue)
1010,3,39,Scientist 10,Scientist - Silph Co. - 9F (Yellow)
1016,3,39,Scientist 16,Scientist - Pokemon Mansion - B1F (Yellow)
314,2,39,Scientist 15,Scientist - Pokemon Mansion - 1F (Blue)
311,2,39,Scientist 12,Scientist - Silph Co. - 10F (Blue)
1025,3,40,Super Nerd 9,Super Nerd - Cinnabar Island (Yellow)
316,2,40,Super Nerd 1,Super Nerd - Mt. Moon - 1F (Blue)
1021,3,40,Super Nerd 5,Super Nerd - Route 8 (Yellow)
1020,3,40,Super Nerd 4,Super Nerd - Route 8 (Yellow)
680,1,40,Super Nerd 9,Super Nerd - Cinnabar Island (Red)
1023,3,40,Super Nerd 7,Super Nerd - Cinnabar Island (Yellow)
674,1,40,Super Nerd 3,Super Nerd - Route 8 (Red)
318,2,40,Super Nerd 3,Super Nerd - Route 8 (Blue)
320,2,40,Super Nerd 5,Super Nerd - Route 8 (Blue)
673,1,40,Super Nerd 2,Super Nerd - Mt. Moon - B2F (Red)
678,1,40,Super Nerd 7,Super Nerd - Cinnabar Island (Red)
321,2,40,Super Nerd 6,Super Nerd - Cinnabar Island (Blue)
1017,3,40,Super Nerd 1,Super Nerd - Mt. Moon - 1F (Yellow)
1024,3,40,Super Nerd 8,Super Nerd - Cinnabar Island (Yellow)
1018,3,40,Super Nerd 2,Super Nerd - Mt. Moon - B2F (Yellow)
319,2,40,Super Nerd 4,Super Nerd - Route 8 (Blue)
1022,3,40,Super Nerd 6,Super Nerd - Cinnabar Island (Yellow)
317,2,40,Super Nerd 2,Super Nerd - Mt. Moon - B2F (Blue)
676,1,40,Super Nerd 5,Super Nerd - Route 8 (Red)
1019,3,40,Super Nerd 3,Super Nerd - Route 8 (Yellow)
324,2,40,Super Nerd 9,Super Nerd - Cinnabar Island (Blue)
675,1,40,Super Nerd 4,Super Nerd - Route 8 (Red)
679,1,40,Super Nerd 8,Super Nerd - Cinnabar Island (Red)
322,2,40,Super Nerd 7,Super Nerd - Cinnabar Island (Blue)
677,1,40,Super Nerd 6,Super Nerd - Cinnabar Island (Red)
672,1,40,Super Nerd 1,Super Nerd - Mt. Moon - 1F (Red)
323,2,40,Super Nerd 8,Super Nerd - Cinnabar Island (Blue)
1033,3,41,Swimmer 8,Swimmer - Route 19 (Yellow)
1026,3,41,Swimmer 1,Swimmer - Cerulean City (Yellow)
693,1,41,Swimmer 13,Swimmer - Route 21 (Red)
685,1,41,Swimmer 5,Swimmer - Route 19 (Red)
1035,3,41,Swimmer 10,Swimmer - Route 20 (Yellow)
333,2,41,Swimmer 9,Swimmer - Route 20 (Blue)
691,1,41,Swimmer 11,Swimmer - Route 20 (Red)
1032,3,41,Swimmer 7,Swimmer - Route 19 (Yellow)
338,2,41,Swimmer 14,Swimmer - Route 21 (Blue)
1037,3,41,Swimmer 12,Swimmer - Route 21 (Yellow)
695,1,41,Swimmer 15,Swimmer - Route 21 (Red)
683,1,41,Swimmer 3,Swimmer - Route 19 (Red)
1031,3,41,Swimmer 6,Swimmer - Route 19 (Yellow)
326,2,41,Swimmer 2,Swimmer - Route 19 (Blue)
334,2,41,Swimmer 10,Swimmer - Route 20 (Blue)
328,2,41,Swimmer 4,Swimmer - Route 19 (Blue)
337,2,41,Swimmer 13,Swimmer - Route 21 (Blue)
694,1,41,Swimmer 14,Swimmer - Route 21 (Red)
1034,3,41,Swimmer 9,Swimmer - Route 20 (Yellow)
682,1,41,Swimmer 2,Swimmer - Route 19 (Red)
335,2,41,Swimmer 11,Swimmer - Route 20 (Blue)
688,1,41,Swimmer 8,Swimmer - Route 19 (Red)
687,1,41,Swimmer 7,Swimmer - Route 19 (Red)
329,2,41,Swimmer 5,Swimmer - Route 19 (Blue)
690,1,41,Swimmer 10,Swimmer - Route 20 (Red)
1038,3,41,Swimmer 13,Swimmer - Route 21 (Yellow)
1039,3,41,Swimmer 14,Swimmer - Route 21 (Yellow)
332,2,41,Swimmer 8,Swimmer - Route 19 (Blue)
1029,3,41,Swimmer 4,Swimmer - Route 19 (Yellow)
339,2,41,Swimmer 15,Swimmer - Route 21 (Blue)
336,2,41,Swimmer 12,Swimmer - Route 21 (Blue)
692,1,41,Swimmer 12,Swimmer - Route 21 (Red)
327,2,41,Swimmer 3,Swimmer - Route 19 (Blue)
325,2,41,Swimmer 1,Swimmer - Cerulean City (Blue)
331,2,41,Swimmer 7,Swimmer - Route 19 (Blue)
684,1,41,Swimmer 4,Swimmer - Route 19 (Red)
1036,3,41,Swimmer 11,Swimmer - Route 20 (Yellow)
681,1,41,Swimmer 1,Swimmer - Cerulean City (Red)
1028,3,41,Swimmer 3,Swimmer - Route 19 (Yellow)
330,2,41,Swimmer 6,Swimmer - Route 19 (Blue)
1040,3,41,Swimmer 15,Swimmer - Route 21 (Yellow)
1030,3,41,Swimmer 5,Swimmer - Route 19 (Yellow)
686,1,41,Swimmer 6,Swimmer - Route 19 (Red)
1027,3,41,Swimmer 2,Swimmer - Route 19 (Yellow)
689,1,41,Swimmer 9,Swimmer - Route 20 (Red)
1045,3,42,Tamer 5,Tamer - Victory Road – 2F (Yellow)
343,2,42,Tamer 4,Tamer - Viridian City (Blue)
700,1,42,Tamer 5,Tamer - Victory Road – 2F (Red)
344,2,42,Tamer 5,Tamer - Victory Road – 2F (Blue)
340,2,42,Tamer 1,Tamer - Fuchsia City (Blue)
699,1,42,Tamer 4,Tamer - Viridian City (Red)
341,2,42,Tamer 2,Tamer - Fuchsia City (Blue)
1043,3,42,Tamer 3,Tamer - Viridian City (Yellow)
697,1,42,Tamer 2,Tamer - Fuchsia City (Red)
698,1,42,Tamer 3,Tamer - Viridian City (Red)
1044,3,42,Tamer 4,Tamer - Viridian City (Yellow)
1042,3,42,Tamer 2,Tamer - Fuchsia City (Yellow)
1041,3,42,Tamer 1,Tamer - Fuchsia City (Yellow)
342,2,42,Tamer 3,Tamer - Viridian City (Blue)
696,1,42,Tamer 1,Tamer - Fuchsia City (Red)
345,2,43,Youngster 1,Youngster - Route 3 (Blue)
704,1,43,Youngster 4,Youngster - Route 24 (Red)
355,2,43,Youngster 11,Youngster - Route 11 (Blue)
707,1,43,Youngster 7,Youngster - Route 25 (Red)
354,2,43,Youngster 10,Youngster - Route 11 (Blue)
347,2,43,Youngster 3,Youngster - Mt. Moon - 1F (Blue)
1057,3,43,Youngster 12,Youngster - Route 11 (Yellow)
1055,3,43,Youngster 10,Youngster - Route 11 (Yellow)
1048,3,43,Youngster 3,Youngster - Mt. Moon - 1F (Yellow)
1051,3,43,Youngster 6,Youngster - Route 25 (Yellow)
352,2,43,Youngster 8,Youngster - S.S. Anne - 1F (Blue)
1056,3,43,Youngster 11,Youngster - Route 11 (Yellow)
701,1,43,Youngster 1,Youngster - Route 3 (Red)
349,2,43,Youngster 5,Youngster - Route 25 (Blue)
703,1,43,Youngster 3,Youngster - Mt. Moon - 1F (Red)
346,2,43,Youngster 2,Youngster - Route 3 (Blue)
353,2,43,Youngster 9,Youngster - Route 11 (Blue)
711,1,43,Youngster 11,Youngster - Route 11 (Red)
1058,3,43,Youngster 13,Youngster - Route 9 (Yellow)
708,1,43,Youngster 8,Youngster - S.S. Anne - 1F (Red)
702,1,43,Youngster 2,Youngster - Route 3 (Red)
1053,3,43,Youngster 8,Youngster - S.S. Anne - 1F (Yellow)
1052,3,43,Youngster 7,Youngster - Route 25 (Yellow)
351,2,43,Youngster 7,Youngster - Route 25 (Blue)
706,1,43,Youngster 6,Youngster - Route 25 (Red)
1049,3,43,Youngster 4,Youngster - Route 24 (Yellow)
1054,3,43,Youngster 9,Youngster - Route 11 (Yellow)
710,1,43,Youngster 10,Youngster - Route 11 (Red)
1050,3,43,Youngster 5,Youngster - Route 25 (Yellow)
350,2,43,Youngster 6,Youngster - Route 25 (Blue)
348,2,43,Youngster 4,Youngster - Route 24 (Blue)
356,2,43,Youngster 12,Youngster - Route 11 (Blue)
1046,3,43,Youngster 1,Youngster - Route 3 (Yellow)
712,1,43,Youngster 12,Youngster - Route 11 (Red)
705,1,43,Youngster 5,Youngster - Route 25 (Red)
1047,3,43,Youngster 2,Youngster - Route 3 (Yellow)
709,1,43,Youngster 9,Youngster - Route 11 (Red)
